member_id,first_name,last_name,role,seniority,hourly_rate,skills,availability,hire_date
MEMBER_000030,First30,Last30,Full Stack Developer,Senior,132.28054902637032,"FullStackDeveloper, Python, SQL",0.9555555096927851,2022-01-25
MEMBER_000031,First31,Last31,QA Engineer,Junior,63.352712596336936,"QAEngineer, Python, SQL",0.7579566268660104,2024-10-18
MEMBER_000032,First32,Last32,QA Engineer,Senior,185.14281108000836,"QAEngineer, Python, SQL",0.9932484711604409,2020-10-11
MEMBER_000033,First33,Last33,Frontend Developer,Mid-level,102.53178912822466,"FrontendDeveloper, Python, SQL",0.7865012464731235,2023-09-07
MEMBER_000034,First34,Last34,Backend Developer,Junior,61.3125732618183,"BackendDeveloper, Python, SQL",0.949684120924275,2020-07-01
MEMBER_000035,First35,Last35,Backend Developer,Mid-level,92.58022046562232,"BackendDeveloper, Python, SQL",0.8086384335636747,2020-10-15
MEMBER_000036,First36,Last36,DevOps Engineer,Principal,186.7690135145684,"DevOpsEngineer, Python, SQL",0.8382355097591981,2020-04-21
MEMBER_000037,First37,Last37,Backend Developer,Junior,54.801408328498844,"BackendDeveloper, Python, SQL",0.8312033553588006,2023-04-09
MEMBER_000038,First38,Last38,DevOps Engineer,Junior,64.38257177319537,"DevOpsEngineer, Python, SQL",0.6523637912042279,2022-08-11
MEMBER_000039,First39,Last39,Full Stack Developer,Junior,63.42670012347004,"FullStackDeveloper, Python, SQL",0.6121495468880863,2023-10-20
MEMBER_000040,First40,Last40,Data Scientist,Principal,289.98121024344306,"DataScientist, Python, SQL",0.5037985088773468,2019-06-10
MEMBER_000041,First41,Last41,QA Engineer,Senior,171.13391437052206,"QAEngineer, Python, SQL",0.6936923575359485,2019-10-09
MEMBER_000042,First42,Last42,Full Stack Developer,Senior,152.91621810875677,"FullStackDeveloper, Python, SQL",0.9643233348472999,2021-04-04
MEMBER_000043,First43,Last43,DevOps Engineer,Junior,80.9825257018392,"DevOpsEngineer, Python, SQL",0.7313403715423619,2019-10-08
MEMBER_000044,First44,Last44,Frontend Developer,Lead,206.10882980086922,"FrontendDeveloper, Python, SQL",0.9615111809421414,2020-09-16
MEMBER_000045,First0,Last0,Full Stack Developer,Mid-level,114.87620172107377,"FullStackDeveloper, Python, SQL",0.820031533730039,2021-08-31
MEMBER_000046,First1,Last1,Full Stack Developer,Junior,54.925015110105,"FullStackDeveloper, Python, SQL",0.6090092992612822,2021-05-28
MEMBER_000047,First2,Last2,QA Engineer,Principal,273.1904297220908,"QAEngineer, Python, SQL",0.6912308852974003,2020-09-25
MEMBER_000048,First3,Last3,Frontend Developer,Mid-level,74.02292260607393,"FrontendDeveloper, Python, SQL",0.9935118076388816,2020-03-30
MEMBER_000049,First4,Last4,Frontend Developer,Senior,169.58699390975426,"FrontendDeveloper, Python, SQL",0.9150028600487901,2022-09-12
MEMBER_000050,First5,Last5,Data Scientist,Principal,202.33470380585334,"DataScientist, Python, SQL",0.901284523090493,2020-08-15
MEMBER_000051,First6,Last6,QA Engineer,Senior,147.0002272290104,"QAEngineer, Python, SQL",0.6002671393472188,2020-03-03
MEMBER_000052,First7,Last7,UI/UX Designer,Mid-level,107.34438634371541,"UI/UXDesigner, Python, SQL",0.9940412900071631,2020-12-30
MEMBER_000053,First8,Last8,Full Stack Developer,Mid-level,101.66016859679222,"FullStackDeveloper, Python, SQL",0.954466250540141,2025-03-23
MEMBER_000054,First9,Last9,Data Scientist,Senior,174.69926385315887,"DataScientist, Python, SQL",0.6948735937653354,2021-12-13
MEMBER_000055,First10,Last10,DevOps Engineer,Junior,62.6869616184363,"DevOpsEngineer, Python, SQL",0.8942342172900708,2020-01-26
MEMBER_000056,First11,Last11,Data Scientist,Lead,187.9208207216874,"DataScientist, Python, SQL",0.796844589977995,2022-03-18
MEMBER_000057,First12,Last12,UI/UX Designer,Mid-level,70.21018055941776,"UI/UXDesigner, Python, SQL",0.8693053247313199,2020-03-14
MEMBER_000058,First13,Last13,Backend Developer,Senior,138.37049168298591,"BackendDeveloper, Python, SQL",0.5225099744049018,2023-03-24
MEMBER_000059,First14,Last14,Frontend Developer,Junior,58.43577015837468,"FrontendDeveloper, Python, SQL",0.5093563775614879,2025-02-25
MEMBER_000060,First15,Last15,Frontend Developer,Principal,219.25183791484125,"FrontendDeveloper, Python, SQL",0.6506085403677033,2024-05-20
MEMBER_000061,First16,Last16,Project Manager,Senior,147.95962192138802,"ProjectManager, Python, SQL",0.9724779173682714,2022-04-12
MEMBER_000062,First17,Last17,Project Manager,Lead,207.05210051941958,"ProjectManager, Python, SQL",0.7976471685532242,2022-12-15
MEMBER_000063,First18,Last18,UI/UX Designer,Principal,296.7261023199059,"UI/UXDesigner, Python, SQL",0.6901834506062646,2024-12-15
MEMBER_000064,First19,Last19,Backend Developer,Senior,179.1847209601233,"BackendDeveloper, Python, SQL",0.9197800328832412,2021-01-16
MEMBER_000065,First20,Last20,UI/UX Designer,Mid-level,84.16559930482765,"UI/UXDesigner, Python, SQL",0.6644152657817576,2023-04-01
MEMBER_000066,First21,Last21,Project Manager,Mid-level,121.40178318965073,"ProjectManager, Python, SQL",0.6122444905042128,2024-05-16
MEMBER_000067,First22,Last22,Backend Developer,Junior,55.127472411123506,"BackendDeveloper, Python, SQL",0.5789685531211338,2020-10-30
MEMBER_000068,First23,Last23,QA Engineer,Senior,177.78202903973653,"QAEngineer, Python, SQL",0.6789524509340145,2020-08-01
MEMBER_000069,First24,Last24,Backend Developer,Junior,82.25445356544729,"BackendDeveloper, Python, SQL",0.9390972940633967,2025-03-21
MEMBER_000070,First25,Last25,Full Stack Developer,Lead,209.15127276660957,"FullStackDeveloper, Python, SQL",0.9488346434958411,2023-08-23
MEMBER_000071,First26,Last26,Backend Developer,Principal,199.71211929985952,"BackendDeveloper, Python, SQL",0.9255730669185555,2021-06-06
MEMBER_000072,First27,Last27,QA Engineer,Mid-level,111.14944890184866,"QAEngineer, Python, SQL",0.7617727211710908,2021-08-14
MEMBER_000073,First28,Last28,Backend Developer,Principal,200.3314193709162,"BackendDeveloper, Python, SQL",0.897189879266189,2025-01-14
MEMBER_000074,First29,Last29,Data Scientist,Senior,159.2769511026779,"DataScientist, Python, SQL",0.6680729167614335,2025-03-12
MEMBER_000075,First30,Last30,Full Stack Developer,Senior,127.1068656836249,"FullStackDeveloper, Python, SQL",0.9502501680942793,2022-01-25
MEMBER_000076,First31,Last31,QA Engineer,Junior,57.24833463188903,"QAEngineer, Python, SQL",0.7589547425135198,2024-10-18
MEMBER_000077,First32,Last32,QA Engineer,Senior,167.31815803277675,"QAEngineer, Python, SQL",0.9784105811125913,2020-10-11
MEMBER_000078,First33,Last33,Frontend Developer,Mid-level,99.12062110566522,"FrontendDeveloper, Python, SQL",0.7569293589627076,2023-09-07
MEMBER_000079,First34,Last34,Backend Developer,Junior,77.2207560744811,"BackendDeveloper, Python, SQL",0.964526443443951,2020-07-01
MEMBER_000080,First35,Last35,Backend Developer,Mid-level,88.90354697693915,"BackendDeveloper, Python, SQL",0.760000530938152,2020-10-15
MEMBER_000081,First36,Last36,DevOps Engineer,Principal,194.50876689109234,"DevOpsEngineer, Python, SQL",0.8294888801927341,2020-04-21
MEMBER_000082,First37,Last37,Backend Developer,Junior,43.939009004674276,"BackendDeveloper, Python, SQL",0.8611497554696612,2023-04-09
MEMBER_000083,First38,Last38,DevOps Engineer,Junior,71.39331695479925,"DevOpsEngineer, Python, SQL",0.6485175790432098,2022-08-11
MEMBER_000084,First39,Last39,Full Stack Developer,Junior,55.64542292490069,"FullStackDeveloper, Python, SQL",0.6197371183125925,2023-10-20
MEMBER_000085,First40,Last40,Data Scientist,Principal,292.40176429173863,"DataScientist, Python, SQL",0.4742138237354246,2019-06-10
MEMBER_000086,First41,Last41,QA Engineer,Senior,192.67302369845473,"QAEngineer, Python, SQL",0.6699780204227459,2019-10-09
MEMBER_000087,First42,Last42,Full Stack Developer,Senior,149.48925641276497,"FullStackDeveloper, Python, SQL",0.990747800285737,2021-04-04
MEMBER_000088,First43,Last43,DevOps Engineer,Junior,69.87354623764497,"DevOpsEngineer, Python, SQL",0.734036915529318,2019-10-08
MEMBER_000089,First44,Last44,Frontend Developer,Lead,196.7744657839277,"FrontendDeveloper, Python, SQL",0.8961966513687466,2020-09-16
MEMBER_000090,First0,Last0,Full Stack Developer,Mid-level,107.55956657324056,"FullStackDeveloper, Python, SQL",0.800963918154422,2021-08-31
MEMBER_000091,First1,Last1,Full Stack Developer,Junior,56.189070686562665,"FullStackDeveloper, Python, SQL",0.5854400649660926,2021-05-28
MEMBER_000092,First2,Last2,QA Engineer,Principal,268.22409653930066,"QAEngineer, Python, SQL",0.6542532783305604,2020-09-25
MEMBER_000093,First3,Last3,Frontend Developer,Mid-level,84.5482220870708,"FrontendDeveloper, Python, SQL",0.950983330239783,2020-03-30
MEMBER_000094,First4,Last4,Frontend Developer,Senior,175.43435130209073,"FrontendDeveloper, Python, SQL",0.9261635840792916,2022-09-12
MEMBER_000095,First5,Last5,Data Scientist,Principal,209.25395608934224,"DataScientist, Python, SQL",0.9290772573604337,2020-08-15
MEMBER_000096,First6,Last6,QA Engineer,Senior,137.1659206214331,"QAEngineer, Python, SQL",0.6349213735692292,2020-03-03
MEMBER_000097,First7,Last7,UI/UX Designer,Mid-level,126.88544769799924,"UI/UXDesigner, Python, SQL",0.992600912037033,2020-12-30
MEMBER_000098,First8,Last8,Full Stack Developer,Mid-level,95.24676023488604,"FullStackDeveloper, Python, SQL",0.9306147797610768,2025-03-23
MEMBER_000099,First9,Last9,Data Scientist,Senior,174.62413222026697,"DataScientist, Python, SQL",0.6941606461411748,2021-12-13
MEMBER_000100,First10,Last10,DevOps Engineer,Junior,79.32098843243716,"DevOpsEngineer, Python, SQL",0.8928033025756632,2020-01-26
MEMBER_000101,First11,Last11,Data Scientist,Lead,196.64108947850292,"DataScientist, Python, SQL",0.776587051554732,2022-03-18
MEMBER_000102,First12,Last12,UI/UX Designer,Mid-level,102.06645874266681,"UI/UXDesigner, Python, SQL",0.9038342267484211,2020-03-14
MEMBER_000103,First13,Last13,Backend Developer,Senior,145.16149235719192,"BackendDeveloper, Python, SQL",0.5361460029466762,2023-03-24
MEMBER_000104,First14,Last14,Frontend Developer,Junior,53.12636872476689,"FrontendDeveloper, Python, SQL",0.507487898745592,2025-02-25
MEMBER_000105,First15,Last15,Frontend Developer,Principal,209.5802037691643,"FrontendDeveloper, Python, SQL",0.6396198390881384,2024-05-20
MEMBER_000106,First16,Last16,Project Manager,Senior,143.59768475567253,"ProjectManager, Python, SQL",0.9679684747527261,2022-04-12
MEMBER_000107,First17,Last17,Project Manager,Lead,214.5926204999737,"ProjectManager, Python, SQL",0.7493181939247271,2022-12-15
MEMBER_000108,First18,Last18,UI/UX Designer,Principal,306.3340210127865,"UI/UXDesigner, Python, SQL",0.6948601274661876,2024-12-15
MEMBER_000109,First19,Last19,Backend Developer,Senior,170.1340991187144,"BackendDeveloper, Python, SQL",0.9516650964347189,2021-01-16
MEMBER_000110,First20,Last20,UI/UX Designer,Mid-level,82.6082211004292,"UI/UXDesigner, Python, SQL",0.6939665090245293,2023-04-01
MEMBER_000111,First21,Last21,Project Manager,Mid-level,115.0540253089081,"ProjectManager, Python, SQL",0.6114202264209591,2024-05-16
MEMBER_000112,First22,Last22,Backend Developer,Junior,57.09576649599477,"BackendDeveloper, Python, SQL",0.5591893289453387,2020-10-30
MEMBER_000113,First23,Last23,QA Engineer,Senior,166.67181133952505,"QAEngineer, Python, SQL",0.6908729397986426,2020-08-01
MEMBER_000114,First24,Last24,Backend Developer,Junior,72.21540060583249,"BackendDeveloper, Python, SQL",0.9440106149884779,2025-03-21
MEMBER_000115,First25,Last25,Full Stack Developer,Lead,222.3860967798523,"FullStackDeveloper, Python, SQL",0.9381948636828517,2023-08-23
MEMBER_000116,First26,Last26,Backend Developer,Principal,213.70598539050604,"BackendDeveloper, Python, SQL",0.9247511080725694,2021-06-06
MEMBER_000117,First27,Last27,QA Engineer,Mid-level,104.02828633140884,"QAEngineer, Python, SQL",0.7578503537518967,2021-08-14
MEMBER_000118,First28,Last28,Backend Developer,Principal,213.01332552121735,"BackendDeveloper, Python, SQL",0.9144414946032895,2025-01-14
MEMBER_000119,First29,Last29,Data Scientist,Senior,155.66070834297886,"DataScientist, Python, SQL",0.7102794088329303,2025-03-12
MEMBER_000120,First30,Last30,Full Stack Developer,Senior,130.09113449850756,"FullStackDeveloper, Python, SQL",0.9781309593559755,2022-01-25
MEMBER_000121,First31,Last31,QA Engineer,Junior,72.1958322698514,"QAEngineer, Python, SQL",0.7665204237138608,2024-10-18
MEMBER_000122,First32,Last32,QA Engineer,Senior,166.57727472428547,"QAEngineer, Python, SQL",0.981067168774675,2020-10-11
MEMBER_000123,First33,Last33,Frontend Developer,Mid-level,99.04166382055779,"FrontendDeveloper, Python, SQL",0.7721177290189281,2023-09-07
MEMBER_000124,First34,Last34,Backend Developer,Junior,54.997615938503095,"BackendDeveloper, Python, SQL",0.9520387957771171,2020-07-01
MEMBER_000125,First35,Last35,Backend Developer,Mid-level,86.49540720168265,"BackendDeveloper, Python, SQL",0.7828473673935485,2020-10-15
MEMBER_000126,First36,Last36,DevOps Engineer,Principal,202.40434039280487,"DevOpsEngineer, Python, SQL",0.8232421901848119,2020-04-21
MEMBER_000127,First37,Last37,Backend Developer,Junior,51.811731903212134,"BackendDeveloper, Python, SQL",0.8354285099179051,2023-04-09
MEMBER_000128,First38,Last38,DevOps Engineer,Junior,56.818690962729384,"DevOpsEngineer, Python, SQL",0.6167806743418723,2022-08-11
MEMBER_000129,First39,Last39,Full Stack Developer,Junior,46.926991900989506,"FullStackDeveloper, Python, SQL",0.5815321028442179,2023-10-20
MEMBER_000130,First40,Last40,Data Scientist,Principal,290.5648569175367,"DataScientist, Python, SQL",0.5041392616995755,2019-06-10
MEMBER_000131,First41,Last41,QA Engineer,Senior,175.4572020092678,"QAEngineer, Python, SQL",0.7176950290321968,2019-10-09
MEMBER_000132,First42,Last42,Full Stack Developer,Senior,159.8712841095455,"FullStackDeveloper, Python, SQL",1.0041214971636605,2021-04-04
MEMBER_000133,First43,Last43,DevOps Engineer,Junior,73.00583877198424,"DevOpsEngineer, Python, SQL",0.7489302927600713,2019-10-08
MEMBER_000134,First44,Last44,Frontend Developer,Lead,195.92458065105893,"FrontendDeveloper, Python, SQL",0.9402478929352392,2020-09-16
